project;commit;benchmark;params;instance;trial;fork;iteration;mode;unit;value_count;value
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;206;0;0;;;1;64.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;207;0;0;;;1;64.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;208;0;0;;;1;64.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;209;0;0;;;1;64.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;210;0;0;;;1;64.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;211;0;0;;;1;64.5
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;212;0;0;;;1;64.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;213;0;0;;;1;64.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32;;0;214;0;0;;;1;64.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;0;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;1;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;2;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;3;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;4;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;5;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;6;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;7;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;8;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;9;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;10;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;11;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;12;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;13;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;14;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;15;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;16;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;17;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;18;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;19;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;20;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;21;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;22;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;23;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;24;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;25;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;26;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;27;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;28;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;29;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;30;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;31;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;32;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;33;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;34;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;35;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;36;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;37;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;38;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;39;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;40;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;41;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;42;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;43;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;44;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;45;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;46;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;47;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;48;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;49;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;50;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;51;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;52;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;53;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;54;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;55;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;56;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;57;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;58;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;59;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;60;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;61;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;62;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;63;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;64;0;0;;;1;54.0
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;65;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;66;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;67;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;68;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;69;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;70;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;71;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;72;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;73;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;74;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;75;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;76;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;77;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;78;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;79;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;80;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;81;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;82;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;83;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;84;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;85;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;86;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;87;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;88;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;89;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;90;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;91;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;92;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;93;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;94;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;95;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;96;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;97;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;98;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;99;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;100;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;101;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;102;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;103;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;104;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;105;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;106;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;107;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;108;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;109;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;110;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;111;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;112;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;113;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;114;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;115;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;116;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;117;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;118;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;119;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;120;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;121;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;122;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;123;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;124;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;125;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;126;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;127;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;128;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;129;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;130;0;0;;;1;53.6
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;131;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;132;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;133;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;134;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;135;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;136;0;0;;;1;53.9
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;137;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;138;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;139;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;140;0;0;;;1;54.0
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;141;0;0;;;1;53.8
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;142;0;0;;;1;53.7
Redundancy/go-sync;8931874cad5cacc627b94fcbcb182460e174aeef;/rollsum/rollsum_32_test.go/BenchmarkIncrementalRollsum32WithC2;;0;143;0;0;;;1;53.7
